ParasiteCorrectedName,close,nonclose,vector,intermediate,ParasiteTraitsCitation
Leptospira grippotyphosa,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. "
Leptospira icterohaemorrhagiae,1,1,0,0,"Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. "
Leptospira interrogans,1,1,0,0,"Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. ;Båverud V, Gunnarsson A, Engvall EO, Franzén P, Egenvall A. Leptospiraseroprevalence and associations between seropositivity, clinical disease and host factors in horses. Acta Veterinaria Scandinavica. 2009;51(1):15. ;;Lehmann JS, Matthias MA, Vinetz JM, Fouts DE. Leptospiral Pathogenomics.Pathogens. 2014;3(2):280-308. "
Linguatula arctica,0,1,0,0,"Haurgerud, Nilssen and Rognmo. 1993. Rangifer."
Linguatula leptocephalus,1,1,0,1,
Linguatula serrata,0,0,0,1,
Linognathus angasi,1,0,0,0,
Linognathus antidorcitis,1,0,0,0,
Linognathus armatus,1,0,0,0,
Linognathus breviceps,1,0,0,0,
Linognathus cervicaprae,1,0,0,0,
Linognathus digitalis,1,0,0,0,
Linognathus euchore,1,0,0,0,
Linognathus fahrenholzi,1,0,0,0,
Linognathus gorgonus,1,0,0,0,
Linognathus nevilli,1,0,0,0,
Linognathus oryx,1,0,0,0,
Linognathus panamensis,1,0,0,0,
Linognathus peleus,1,0,0,0,
Linognathus pithodes,1,0,0,0,
Linognathus spicatus,1,0,0,0,
Linognathus zumpti,1,0,0,0,
Liponysella madagascariensis,1,1,0,0,
Listeria ivanovii,0,1,0,0,"Linke K, Rückerl I, Brugger K, et al. Reservoirs of Listeria Species in Three Environmental Ecosystems. Kostka JE, ed. Applied and Environmental Microbiology. 2014;80(18):5583-5592. "
Listeria monocytogenes,1,1,0,0,"Linke K, Rückerl I, Brugger K, et al. Reservoirs of Listeria Species in Three Environmental Ecosystems. Kostka JE, ed. Applied and Environmental Microbiology. 2014;80(18):5583-5592. ;;Nightingale et al. Applied and Environmental Microbiology. 2004."
Loa loa,0,0,1,0,
Loa papionis,0,0,1,0,
Loa ugandis,0,0,1,0,
Longistriata dubia,0,1,0,0,
Longistrongylus albifrontis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Longistrongylus curvispiculum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Longistrongylus meyeri,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Longistrongylus namaquensis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Longistrongylus sabie,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Longistrongylus schrenki,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 66"
Lynxacarus nearticus,1,0,0,0,
Lyssavirus Rabies lyssavirus,1,0,0,0,
Macacanema formosana,0,0,1,0,
Macavirus Alcelaphine gammaherpesvirus 1,1,1,0,0,"Li H, Cunha CW, Taus NS. Malignant Catarrhal Fever: Understanding Molecular Diagnostics in Context of Epidemiology. International Journal of Molecular Sciences. 2011;12(10):6881-6893. doi:10.3390/ijms12106881."
Macracanthorhynchus catulinus,0,0,0,1,
Macracanthorhynchus hirudinaceus,0,0,0,1,
Macracanthorhynchus ingens,0,0,0,1,
Makialges lepilemuri,1,0,0,0,
Makialges sternodons,1,0,0,0,
Mamastrovirus Mamastrovirus 1,0,1,0,0,Cai et al. 2016. Virology Journal.
Mammarenavirus Lymphocytic choriomeningitis mammarenavirus,1,1,0,0,"Zapata JC, Salvato MS. Arenavirus Variations Due to Host-Specific Adaptation.Viruses. 2013;5(1):241-278. doi:10.3390/v5010241.;"
Mannheimia haemolytica,1,1,0,0,"Omaleki, L. G. Browning, J. Allen and S. Barber. Veterinary Microbiology. 2011.;;Timsit et al. Veterinary Microbiology. 2013"
Mansonella atelensis,0,0,1,0,
Mansonella colombiensis,0,0,1,0,
Mansonella gorillae,0,0,1,0,
Mansonella leopoldi,0,0,1,0,
Mansonella llewellyni,0,0,1,0,
Mansonella lopeensis,0,0,1,0,
Mansonella mariae,0,0,1,0,
Mansonella marmosetae,0,0,1,0,
Mansonella mystaxi,0,0,1,0,
Mansonella papionis,0,0,1,0,
Mansonella perstans,0,0,1,0,
Mansonella peruviana,0,0,1,0,
Mansonella saimiri,0,0,1,0,
Mansonella streptocercum,0,0,1,0,
Mansonella tamarinae,0,0,1,0,
Mansonella vanhoofi,0,0,1,0,
Margaropus winthemi,0,1,0,0,
Maritrema eroliae,0,0,0,1,
Maritreminoides nettae,0,0,0,1,
Marshallagia marshalli,0,1,0,0,Carlsson et al. International Journal for Parasitology. 2012.
Marshallagia occidentalis,0,1,0,0,"Borji, Raji and Naghibi. 2011. Parasitology Research."
Mastadenovirus Canine mastadenovirus A,1,1,0,0,"Decaro, N., V. Martella and Buonavoglia. Emerging and Reemerging Viruses in Cats and Dogs. 2008."
Mastadenovirus Human mastadenovirus F,1,1,0,0,Hurst and Adcock. Viral Ecology. 2000.
Mastophorus muris,0,0,0,1,
Mathevotaenia megastoma,0,0,0,1,
Mazamastrongylus odocoilei,0,1,0,0,Belem et al. Journal of Wildlife Diseases. 1993. 
Mazamastrongylus pursglovei,0,1,0,0,Belem et al. Journal of Wildlife Diseases. 1993. 
Mediorhynchus robustus,0,0,0,1,
Megacooperia woodfordi,0,1,0,0,Boomker. Helminth infections of wildlife. 2007.  Licensed under a Creative Commons Attribution license.
Melophagus ovinus,1,1,0,0,
Meningonema peruzzii,0,0,1,0,
Mesocestoides canislagopodis,0,0,0,1,
Mesocestoides corti,0,0,0,1,
Mesocestoides kirbyi,0,0,0,1,
Mesocestoides lineatus,0,0,0,1,
Mesocestoides litteratus,0,0,0,1,
Mesocestoides paucitesticulus,0,0,0,1,
Mesocestoides variabilis,0,0,0,1,
Mesostephanus appendiculatoides,0,0,0,1,
Metagonimoides oregonensis,0,0,0,1,
Metagonimus miyata,0,0,0,1,
Metagonimus takahashii,0,0,0,1,
Metagonimus yokogawai,0,0,0,1,
Metastrongylus apri,0,0,0,1,
Metastrongylus asymmetricus,0,0,0,1,
Metastrongylus confusus,0,0,0,1,
Metastrongylus elongatus,0,0,0,1,
Metastrongylus pudentotectus,0,0,0,1,
Metastrongylus salmi,0,0,0,1,
Metathelazia californica,0,0,0,1,
Metorchis albidus,0,0,0,1,
Metorchis bilis,0,0,0,1,
Metorchis conjunctus,0,0,0,1,
Metorchis vulpis,0,0,0,1,
Meyerozyma guilliermondii,1,1,0,0,
Micrococcus luteus,0,1,0,0,
Microfilaria binucleata,0,0,1,0,
Microfilaria panamensis,0,0,1,0,
Microphallus nicolli,0,0,0,1,
Microphallus pirum,0,0,0,1,
Microphallus similis,0,0,0,1,
Microphallus turgidus,0,0,0,1,
Microsporum gypseum,1,1,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002."
Microtrombicula brennani,1,1,0,0,
Moeopsylla sjoestedti,1,1,0,0,"Horak, I. G., J-C. Beaucournu, and L. E. O. Braack. ""Parasites of domestic and wild animals in South Africa. XLIV. Fleas (Insecta: Siphonaptera: Pulicidae) collected from 15 carnivore species."" Onderstepoort J Vet Res71.1 (2004): 9-14."
Molineus barbatus,0,0,0,1,
Molineus elegans,0,1,0,0,
Molineus legerae,0,0,0,1,
Molineus midas,0,1,0,0,
Molineus mustelae,0,0,0,1,
Molineus patens,0,0,0,1,
Molineus torulosus,0,1,0,0,
Molineus vexillarius,0,1,0,0,
Moniezia benedeni,0,0,0,1,
Moniezia expansa,0,0,0,1,
Moniezia rugosa,0,0,0,1,
Moniliformis moniliformis,0,0,0,1,
Moniliformis tarsii,0,0,0,1,
Monodontella giraffae,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 45"
Monodontus louisianensis,0,1,0,0,"Hoberg, Kocan and Rickard. 2001. Parasitic diseases of wild mammals."
Moraxella atlantae,0,0,1,0,
Moraxella bovis,0,0,1,0,
Moraxella catarrhalis,0,0,1,0,
Moraxella cuniculi,1,0,0,0,
Moraxella lacunata,0,0,1,0,
Moraxella nonliquefaciens,0,0,1,0,
Moraxella osloensis,0,0,1,0,
Moraxella ovis,0,0,1,0,
Moraxella phenylpyruvicus,0,0,1,0,
Morbillivirus Canine distemper virus,1,0,0,0,
Morbillivirus Cetacean morbillivirus,1,0,0,0,
Morbillivirus Measles virus,1,0,0,0,
Morbillivirus Phocine distemper virus,1,0,0,0,
Morbillivirus Rinderpest virus,1,0,0,0,
Morganella morganii,1,0,0,0,
Mosgovoyia pectinata,0,1,0,1,Soveri and Valtonen. 1983. Journal of Wildlife Diseases.
Muellerius capillaris,0,0,0,1,
Muellerius tenuispiculatus,0,0,0,1,
Multiceps packii,0,0,0,1,
Murshidia hamata,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 62"
Murshidia pugnicaudata,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 62"
Mycobacterium avium,1,1,0,0,"Johanna Judge et al.. “Persistence of Mycobacterium Avium Subspecies Paratuberculosis in Rabbits: The Interplay Between Horizontal and Vertical Transmission”. Journal of Applied Ecology 44.2 (2007): 302–311. ;Everman JL, Bermudez LE. Antibodies against invasive phenotype-specific antigens increase Mycobacterium avium subspecies paratuberculosistranslocation across a polarized epithelial cell model and enhance killing by bovine macrophages. Frontiers in Cellular and Infection Microbiology. 2015;5:58. doi:10.3389/fcimb.2015.00058."
Mycobacterium bovis,1,1,0,0,"Garnett, B. T., R. J. Delahay, and T. J. Roper. “Use of Cattle Farm Resources by Badgers (meles Meles) and Risk of Bovine Tuberculosis (mycobacterium Bovis) Transmission to Cattle”. Proceedings: Biological Sciences269.1499 (2002): 1487–1491;;Palmer et al. 2001. Amberican Journal of Veterinary research."
Mycobacterium fortuitum,0,1,0,0,Falkinham III. Clinical Microbiology Reviews. 1996.
Mycobacterium goodii,0,1,0,0,"Kazda, J., I. Pavlik, J. Falkinham, K. Hruska. The Ecology of Mycobacteria: Impact on Animal's and Human's Health. 2009."
Mycobacterium intracellulare,0,1,0,0,"Kazda, J., I. Pavlik, J. Falkinham, K. Hruska. The Ecology of Mycobacteria: Impact on Animal's and Human's Health. 2009. pg. 89"
Mycobacterium kansaii,0,1,0,0,Falkinham III. Clinical Microbiology Reviews. 1996.
Mycobacterium tuberculosis,1,1,0,0,"Kazda, J., I. Pavlik, J. Falkinham, K. Hruska. The Ecology of Mycobacteria: Impact on Animal's and Human's Health. 2009. pg 14;"
Mycoplasma conjunctivae,1,0,0,0,Ryser-Degiorgis et al. Veterinary Microbiology. 2009.
Mycoplasma fermentans,1,0,0,0,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 587"
Mycoplasma haemofelis,0,0,1,0,Woods et al. 2005. American Journal of Veterinary Research
Mycoplasma haemominutum,0,0,1,0,Woods et al. 2005. American Journal of Veterinary Research
Mycoplasma hominis,1,0,0,0,
Mycoplasma ovipneumoniae,1,0,0,0,"Alley, Ionas and Clarke. New Zealand Veterinary Journal. 1999."
Mycoplasma phocidae,1,0,0,0,Waltzek at al. Zoonoses and Public Health. 2012
Mycoplasma pneumoniae,1,0,0,0,
Mycoplasma turicensis,1,0,1,0,Museux et al. Veterinary Research. 2009.
Naganishia albida,0,1,0,0,
Nairovirus Crimean-Congo hemorrhagic fever nairovirus,1,0,1,0,"Spengler JR, Bergeron É, Rollin PE. Seroepidemiological Studies of Crimean-Congo Hemorrhagic Fever Virus in Domestic and Wild Animals. Clements ACA, ed. PLoS Neglected Tropical Diseases. 2016;10(1):e0004210. doi:10.1371/journal.pntd.0004210."
Nairovirus Thiafora nairovirus,0,0,1,0,
Nanophyetus salmincola,0,1,0,1,Ferguson et. al. 2012. Aquaculture. 
Necator americanus,0,1,0,0,
Necator congolensis,0,1,0,0,
Neisseria elongata,1,0,0,0,
Neisseria flavescens,1,0,0,0,
Neisseria mucosa,1,0,0,0,
Neisseria pharyngis,1,0,0,0,
Nematodirella alcidis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirella longissimespiculata,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus abnormalis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus battus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus davtiani,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus europaeus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus filicollis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus helvetianus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus hugonnetae,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus odocoilei,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus oiratianus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus roscidus,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus rupicaprae,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus spathiger,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Nematodirus tarandi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 118"
Neodiplostomum tamarini,0,0,0,1,
Neolinguatula nuttalli,0,1,0,1,Boomker. Helminth infections of wildlife. 2007.  Licensed under a Creative Commons Attribution license.
Neorhabditostomum yeni,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 61"
Neorickettsia risticii,0,1,1,0,"Lin M, Zhang C, Gibson K, Rikihisa Y. Analysis of complete genome sequence of Neorickettsia risticii: causative agent of Potomac horse fever. Nucleic Acids Research. 2009;37(18):6076-6091. "
Neoschoengastia israelensis,0,1,0,0,
Neospora caninum,1,1,0,1,"Donahoe SL, Lindsay SA, Krockenberger M, Phalen D, Šlapeta J. A review of neosporosis and pathologic findings of Neospora caninum infection in wildlife.International Journal for Parasitology: Parasites and Wildlife. 2015;4(2):216-238. ;Donahoe et al. International Journal for Prasitology: Parasites and Wildlife. 2015. "
Neostrongylus linearis,0,0,0,1,
Neotrichodectes mephitidis,1,0,0,0,
Neotrichodectes pallidus,1,0,0,0,
Neotrombicula autumnalis,0,1,0,0,
Nocardia asteroides,0,1,0,0,
Nochtia nochti,0,1,0,0,
Nosopsyllus fasciatus,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 587
Notoedres cati,1,0,0,0,
Notoedres galagoensis,1,0,0,0,
Ochrobactrum anthropi,0,1,0,0,
Oesophagostomum aculeatum,0,1,0,0,
Oesophagostomum africanum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68"
Oesophagostomum apiostomum,0,1,0,0,
Oesophagostomum attenuatum,0,1,0,0,
Oesophagostomum bifurcum,0,1,0,0,
Oesophagostomum brumpti,0,1,0,0,
Oesophagostomum columbianum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68"
Oesophagostomum dentatum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68"
Oesophagostomum maurum,0,1,0,0,
Oesophagostomum mocambiquei,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68"
Oesophagostomum mwanzae,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68"
Oesophagostomum pachycephalum,0,1,0,0,
Oesophagostomum quadrispinulatum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68"
Oesophagostomum radiatum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68"
Oesophagostomum stephanostomum,0,1,0,0,
Oesophagostomum venulosum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68"
Ollulanus tricuspis,0,1,0,0,
Onchocerca cervipedis,0,0,1,0,
Onchocerca dewittei,0,0,1,0,
Onchocerca flexuosa,0,0,1,0,
Onchocerca garmsi,0,0,1,0,
Onchocerca gutturosa,0,0,1,0,
Onchocerca jakutensis,0,0,1,0,
Onchocerca lienalis,0,0,1,0,
Onchocerca ramachandrini,0,0,1,0,
Onchocerca skrjabini,0,0,1,0,
Onchocerca suzukii,0,0,1,0,
Onchocerca volvulus,0,0,1,0,
Oncicola canis,0,0,0,1,
Opisthorchis felineus,0,0,0,1,
Orbivirus African horse sickness virus,0,0,1,0,
Orbivirus Bluetongue virus,0,0,1,0,
Orbivirus Epizootic hemorrhagic disease virus,0,0,1,0,
Orbivirus Orungo virus,0,0,1,0,
Orbivirus Palyam virus,1,0,1,0,Drolet et al. Vector-Borne and Zoonotic Diseases;
Orchopeas agilis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 588
Orchopeas caedens,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 589
Orchopeas howardi,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 590
Orchopeas latens,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 591
Ornithodoros coriaceus,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp678
Ornithodoros porcinus,0,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. Pp678
Ornithodoros talaje,0,1,0,0,
Ornithonyssus bacoti,1,0,0,0,
Ornithonyssus wernecki,1,0,0,0,
Oropsylla arctomys,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 592
Oropsylla hirsuta,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 593
Oropsylla montana,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 594
Orthobunyavirus Akabane virus,0,0,1,0,
Orthobunyavirus Bakau orthobunyavirus,0,0,1,0,
Orthobunyavirus Bunyamwera orthobunyavirus,0,0,1,0,
Orthobunyavirus Bwamba orthobunyavirus,0,0,1,0,
Orthobunyavirus California encephalitis orthobunyavirus,0,0,1,0,
Orthobunyavirus Caraparu orthobunyavirus,0,0,1,0,
Orthobunyavirus Catu orthobunyavirus,0,0,1,0,
Orthobunyavirus Guama orthobunyavirus,0,0,1,0,
Orthobunyavirus Kairi orthobunyavirus,0,0,1,0,
Orthobunyavirus Marituba orthobunyavirus,0,0,1,0,
Orthobunyavirus Oriboca orthobunyavirus,0,0,1,0,
Orthobunyavirus Sathuperi orthobunyavirus,0,0,1,0,
Orthobunyavirus Shamonda orthobunyavirus,0,0,1,0,
Orthobunyavirus Shuni orthobunyavirus,0,0,1,0,
Orthocoelium scoliocoelium,0,1,0,1,"Yamaguti, S. Synopsis of Digenetic Trematodes of Vertebrates. 1971. pg 695"
Orthocoelium streptocoelium,0,1,0,1,"Yamaguti, S. Synopsis of Digenetic Trematodes of Vertebrates. 1971. pg 696"
Orthohalarachne attenuata,1,0,0,0,
Orthohalarachne diminuata,1,0,0,0,
Orthohepadnavirus Hepatitis B virus,1,0,0,0,
Orthopneumovirus Ovine respiratory syncytial virus,1,0,0,0,
Orthopoxvirus Monkeypox virus,1,0,0,0,
Orthoreovirus Mammalian orthoreovirus,0,1,0,0,"Lim MCY, Wang Y-F, Huang S-W, Yang J-Y, Wang J-R. High Incidence of Mammalian Orthoreovirus Identified by Environmental Surveillance in Taiwan. Tse H, ed. PLoS ONE. 2015;10(11):e0142745.;Lim MCY, Wang Y-F, Huang S-W, Yang J-Y, Wang J-R. High Incidence of Mammalian Orthoreovirus Identified by Environmental Surveillance in Taiwan. Tse H, ed. PLoS ONE. 2015;10(11):e0142745. ."
Oslerus osleri,0,1,0,0,
Oslerus pararostratus,0,1,0,0,
Oslerus rostratus,0,1,0,0,
Ostertagia arctica,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia dikmansi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia drozdzi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia gruehneri,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia harrisi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia kolchida,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 238"
Ostertagia leptospicularis,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia lyrata,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia mossi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia ostertagi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg 68;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Ostertagia trifurcata,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96;Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 102"
Ostertagia triquetra,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 96"
Otodectes cynotis,1,0,0,0,
Otostrongylus circumlitus,0,0,0,1,
Oxyuris equi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 237"
Oxyuris karamoja,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 237"
Pachysentis canicola,0,0,0,1,
Pantoea agglomerans,0,1,0,0,
Papiliotrema laurentii,0,1,0,0,
Parabronema bonnei,0,0,1,0,
Parabronema pecariae,0,0,1,0,
Parabronema roundi,0,0,1,0,
Parabronema skrjabini,0,0,1,0,
Paraceras melis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 595
Paracooperia devossi,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 86"
Paracooperia horaki,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 86"
Paracooperia serrata,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 86"
Paracooperioides peleae,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. g. 86"
Paracoroptes allenopitheci,1,0,0,0,
Paracoroptes gordoni,1,0,0,0,
Parafasciolopsis fasciolaemorpha,0,0,0,1,
Parafilaria bassoni,0,0,1,0,
Parafilaroides decorus,0,1,0,1,
Parafilaroides gymnurus,0,1,0,1,
Parafilaroides normani,0,1,0,0,
Paragonimus africanus,0,0,0,1,
Paragonimus kellicotti,0,0,0,1,
Paragonimus ohirai,0,0,0,1,
Paragonimus pulmonalis,0,0,0,1,
Paragonimus rudis,0,0,0,1,
Paragonimus westermani,0,0,0,1,
Paralibyostrongylus hebrenicutus,1,1,0,0,
Paralibyostrongylus kalinae,0,1,0,0,
Parametorchis complexus,0,0,0,1,
Paramphistomum cervi,0,1,0,1,"Yamaguti, S. Synopsis of Digenetic Trematodes of Vertebrates. 1971. pg 695"
Paramphistomum epiclitum,0,1,0,1,"Yamaguti, S. Synopsis of Digenetic Trematodes of Vertebrates. 1971. pg 695"
Paramphistomum liorchis,0,1,0,1,"Yamaguti, S. Synopsis of Digenetic Trematodes of Vertebrates. 1971. pg 695"
Paraoxyuronema brachytelesi,1,1,0,0,
Paraoxyuronema duplicidens,1,1,0,0,
Parapoxvirus Bovine papular stomatitis virus,1,0,0,0,"Haller SL, Peng C, McFadden G, Rothenburg S. Poxviruses and the Evolution of Host Range and Virulence. Infection, genetics and evolution?: journal of molecular epidemiology and evolutionary genetics in infectious diseases. 2014;0:15-40. doi:10.1016/j.meegid.2013.10.014."
Parapoxvirus Orf virus,0,1,0,0,
Pararhabdonema longistriata,0,1,0,0,
Parascaris equorum,0,1,0,0,"Anderson, R.C. Nematode Prasites of Vertebrates: Their development and transmission. 2000. pg. 298"
Parelaphostrongylus andersoni,0,0,0,1,
Parelaphostrongylus odocoilei,0,0,0,1,
Parelaphostrongylus tenuis,0,0,0,1,
Passalurus nonannulatus,0,1,0,0,
Pasteurella canis,1,0,0,0,
Pasteurella multocida,1,1,0,0,"Köndgen S, Leider M, Lankester F, et al. Pasteurella multocida Involved in Respiratory Disease of Wild Chimpanzees. Moreno E, ed. PLoS ONE. 2011;6(9):e24236. .;Köndgen S, Leider M, Lankester F, et al. Pasteurella multocida Involved in Respiratory Disease of Wild Chimpanzees. Moreno E, ed. PLoS ONE. 2011;6(9):e24236. ."
Paulianfilaria pauliana,0,0,1,0,
Pearsonema mucronata,0,0,0,1,
Pedicinus eurygaster,1,0,0,0,
Pedicinus hamadryis,1,0,0,0,
Pedicinus obtusus,1,0,0,0,
Pedicularis schaefi,1,0,0,0,
Pediculus mjobergi,1,0,0,0,
Pediculus schaeffi,1,0,0,0,
Pelodera strongyloides,0,1,0,1,McHuron et al. Journal of Zoo and Wildlife Medicine. 2013
Pentatrichomonas hominis,0,1,0,0,
Percavirus Mustelid gammaherpesvirus 1,1,0,0,0,"Hurst, C. J. 2000. Viral Ecology. Pg.502;Tseng et al. Journal of Wildlife Diseases. 2012;"
Peromyscopsylla spectabilis,1,1,0,0,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic.pg 596
Pestivirus Border disease virus,1,1,0,0,"Nettleton, Peter F., et al. ""Border disease of sheep and goats."" Veterinary research 29.3 (1998): 327-340."
